사업장명,도로명주소,지번주소,동,전화번호,업태구분명,영업상태명,인허가일자,업종,착한업소,사랑상품권,위생등급,행정처분,latitude,longitude,가격
메이게츠 군자,"서울특별시 광진구 능동로31길 14, 수정 1층 (군자동)",서울특별시 광진구 군자동 476-10 수정 1층,군자동,,일식,영업/정상,2022-04-29,일반음식점,미등록,불가능,,없음,37.5558791,127.0777795,28750
탄토탄토,"서울특별시 광진구 아차산로33길 49, 2층 (화양동)",서울특별시 광진구 화양동 11-7 2층,화양동,070 94390250,중국식,영업/정상,2022-05-24,일반음식점,미등록,불가능,,없음,37.5425129,127.0707231,21550
디크립트,"서울특별시 광진구 동일로22길 117-19, 2층 (화양동)",서울특별시 광진구 화양동 5-97 2층,화양동,,경양식,영업/정상,2022-05-27,일반음식점,미등록,불가능,,없음,37.5415254,127.0708116,29750
블레슈,"서울특별시 광진구 자양번영로3길 31, 1층 (자양동)",서울특별시 광진구 자양동 464-15 1층,자양동,,경양식,영업/정상,2022-05-30,일반음식점,미등록,불가능,,없음,37.5320079,127.0733036,3500
어나더쏭,"서울특별시 광진구 능동로 265, 더블류네트웍스빌딩 1층 (군자동)",서울특별시 광진구 군자동 2-52 더블류네트웍스빌딩,군자동,,기타,영업/정상,2022-05-31,일반음식점,미등록,가능,,없음,37.5537264,127.0773102,2825
나들이식당,"서울특별시 광진구 동일로10길 3, 1층 (자양동)",서울특별시 광진구 자양동 249-7,자양동,,한식,영업/정상,2022-06-17,일반음식점,미등록,불가능,,없음,37.5389932,127.0625913,16750
솥뚜껑삼겹살,"서울특별시 광진구 영화사로 38, 1층 (중곡동, 청기와월드타운)",서울특별시 광진구 중곡동 89-9 청기와월드타운,중곡동,,한식,영업/정상,2022-07-01,일반음식점,미등록,불가능,,없음,37.5564541,127.0907622,14250
선옥,"서울특별시 광진구 용마산로2길 15, 1층 (중곡동)",서울특별시 광진구 중곡동 91-42,중곡동,,한식,영업/정상,2022-07-12,일반음식점,미등록,불가능,,없음,37.5550946,127.08941,1004
슈브제,"서울특별시 광진구 아차산로31길 20-3, 2층 (화양동)",서울특별시 광진구 화양동 8-42,화양동,,기타,영업/정상,2022-07-12,일반음식점,미등록,가능,,없음,37.5418689,127.0698592,16625
강여사의부엌,"서울특별시 광진구 면목로 29-1, 2층 (군자동)",서울특별시 광진구 군자동 469-11 2층,군자동,,한식,영업/정상,2022-07-18,일반음식점,미등록,불가능,,없음,37.5568834,127.076106,31500
옛날집,"서울특별시 광진구 영화사로 97, 1층 (구의동)",서울특별시 광진구 구의동 17-2 1층,구의동,,한식,영업/정상,2022-07-28,일반음식점,미등록,불가능,,없음,37.5546118,127.0968934,7000
고이장,"서울특별시 광진구 뚝섬로23길 60, 1층 (자양동)",서울특별시 광진구 자양동 553-395 1층,자양동,,한식,영업/정상,2022-08-04,일반음식점,미등록,불가능,,없음,37.5373706,127.0666523,17500
마포생고기,"서울특별시 광진구 뚝섬로52가길 7, 1층 (자양동)",서울특별시 광진구 자양동 636-26,자양동,,한식,영업/정상,2022-08-08,일반음식점,미등록,불가능,,없음,37.5313961,127.0799364,15000
우정집,"서울특별시 광진구 자양로43길 81, 1층 (중곡동)",서울특별시 광진구 중곡동 93-34 1층,중곡동,,한식,영업/정상,2022-08-08,일반음식점,미등록,불가능,,없음,37.5541454,127.0894383,32500
예와정성,"서울특별시 광진구 능동로19길 36, 2층 (화양동)",서울특별시 광진구 화양동 111-161 2층,화양동,,한식,영업/정상,2022-08-17,일반음식점,미등록,불가능,,없음,37.5474387,127.0718164,8750
스윗봉봉,"서울특별시 광진구 천호대로 689, 부원빌딩 1층 (구의동)",서울특별시 광진구 구의동 57-71 부원빌딩 1층,구의동,,기타,영업/정상,2022-08-18,일반음식점,미등록,가능,,없음,37.5499555,127.0915145,4875
마마분식,"서울특별시 광진구 자양로28길 18, 1층 3호 (구의동)",서울특별시 광진구 구의동 250-26 1층3호,구의동,,분식,영업/정상,2022-08-19,일반음식점,미등록,불가능,,없음,37.5421646,127.0851364,2875
마마분식,"서울특별시 광진구 자양로28길 18, 1층 3호 (구의동)",서울특별시 광진구 구의동 250-26 1층3호,구의동,,분식,영업/정상,2022-08-19,일반음식점,미등록,불가능,,없음,37.5421646,127.0851364,5625
서울낙업,"서울특별시 광진구 동일로22길 117-23, 지하1층 (화양동)",서울특별시 광진구 화양동 5-35 지하1층,화양동,,일식,영업/정상,2022-08-19,일반음식점,미등록,불가능,,없음,37.5416144,127.0708458,17375
하이젠버그,"서울특별시 광진구 광나루로39길 11, 1층 108호 (구의동, 구의자이르네)",서울특별시 광진구 구의동 671 구의자이르네 1층 108호,구의동,,기타,영업/정상,2022-09-07,일반음식점,미등록,불가능,,없음,37.5454994,127.0887779,3900
바인,"서울특별시 광진구 아차산로29길 22, 지하1층 (화양동)",서울특별시 광진구 화양동 9-25 지하1층,화양동,,경양식,영업/정상,2022-09-13,일반음식점,미등록,불가능,,없음,37.5417937,127.0686418,22250
원즈커피,"서울특별시 광진구 자양로32길 32, 1층 (구의동)",서울특별시 광진구 구의동 232-67 1층,구의동,,기타,영업/정상,2022-09-16,일반음식점,미등록,불가능,,없음,37.5441717,127.0867961,5750
정심꼬마김밥,"서울특별시 광진구 용마산로21길 69, 1층 (중곡동)",서울특별시 광진구 중곡동 37-25 1층,중곡동,,김밥(도시락),영업/정상,2022-09-19,일반음식점,미등록,불가능,,없음,37.5617879,127.0849988,4333
시멘트서울,"서울특별시 광진구 능동로19길 57, 2층 (화양동)",서울특별시 광진구 화양동 132-6 2층,화양동,,경양식,영업/정상,2022-09-22,일반음식점,미등록,불가능,,없음,37.547366,127.0705107,18650
유토파스타,"서울특별시 광진구 긴고랑로15길 10, 1층 남측 점포호 (중곡동)",서울특별시 광진구 중곡동 39-2 1층 남측 점포,중곡동,,경양식,영업/정상,2022-09-26,일반음식점,미등록,불가능,,없음,37.5624407,127.0833058,14900
심가네,"서울특별시 광진구 동일로18길 16, 리버빌 1층 102호 (자양동)",서울특별시 광진구 자양동 12-11 리버빌 102호,자양동,,한식,영업/정상,2022-09-28,일반음식점,미등록,불가능,,없음,37.5397757,127.0637108,17500
해랑,"서울특별시 광진구 아차산로 431, 상가2동 103호 (구의동, 강변에스케이뷰)",서울특별시 광진구 구의동 667 강변에스케이뷰 상가2동103호,구의동,,경양식,영업/정상,2022-10-20,일반음식점,미등록,불가능,,없음,37.5384765,127.0899725,40000
유심빵집,"서울특별시 광진구 긴고랑로 144, 1층 (중곡동)",서울특별시 광진구 중곡동 76-62 1층,중곡동,,기타,영업/정상,2022-10-24,일반음식점,미등록,가능,,없음,37.558656,127.0908518,3575
윤숲,"서울특별시 광진구 긴고랑로20길 51, 1층 101호 (중곡동, 글램하우스)",서울특별시 광진구 중곡동 50-19 글램하우스1층 101호,중곡동,,경양식,영업/정상,2022-10-25,일반음식점,미등록,가능,,있음,37.5590999,127.0828314,8500
커피를그리다,"서울특별시 광진구 광나루로36길 20, 1층 (구의동)",서울특별시 광진구 구의동 235-21 1층,구의동,,기타,영업/정상,2022-10-26,일반음식점,미등록,불가능,,없음,37.5440911,127.0864687,3625
파스타 이츠 중곡본점,"서울특별시 광진구 긴고랑로2길 42, 1층 (중곡동)",서울특별시 광진구 중곡동 252-4 1층,중곡동,02  466 2340,한식,영업/정상,2022-11-03,일반음식점,미등록,불가능,,없음,37.5623044,127.0761054,12250
국수전,"서울특별시 광진구 영화사로13길 4, 지1층 B04호 (구의동, 힐그린빌)",서울특별시 광진구 구의동 559-8 힐그린빌 지1층 B04호,구의동,,한식,영업/정상,2022-11-10,일반음식점,미등록,불가능,,없음,37.5546959,127.0940012,12750
양양면옥,"서울특별시 광진구 뚝섬로 595, 1층 101호 (자양동, 더블랙(THE BLACK)자양)",서울특별시 광진구 자양동 610-12 더블랙(THE BLACK)자양 1층101호,자양동,,한식,영업/정상,2022-11-15,일반음식점,미등록,가능,,없음,37.5331995,127.0760877,9500
카페시안,"서울특별시 광진구 구의강변로 106, 1층 112호 (구의동, 구의동삼성쉐르빌 101동)",서울특별시 광진구 구의동 199-18 구의동삼성쉐르빌 101동 112호,구의동,,기타,영업/정상,2022-11-16,일반음식점,미등록,가능,,없음,37.5399001,127.0948193,3475
후타리 본,"서울특별시 광진구 아차산로31길 20-6, 지하1,1층 (화양동)",서울특별시 광진구 화양동 8-39 지하1~1층,화양동,,일식,영업/정상,2022-11-17,일반음식점,미등록,불가능,,없음,37.5416983,127.0698988,5000
베리스베어,"서울특별시 광진구 면목로 58, 1층 (중곡동)",서울특별시 광진구 중곡동 640-2 1층,중곡동,,기타,영업/정상,2022-11-21,일반음식점,미등록,불가능,,없음,37.5590835,127.0776794,36000
전슐랭,"서울특별시 광진구 자양로 296, 1층 (구의동)",서울특별시 광진구 구의동 31-18 1층,구의동,,한식,영업/정상,2022-11-25,일반음식점,미등록,불가능,,없음,37.552066,127.0926105,25000
휘경홍어,"서울특별시 광진구 용마산로 105, 1층 (중곡동)",서울특별시 광진구 중곡동 24-29 1층,중곡동,,한식,영업/정상,2022-12-12,일반음식점,미등록,불가능,,없음,37.5630421,127.0867347,36666
쇼우진,"서울특별시 광진구 능동로36길 55, 1층 (능동)",서울특별시 광진구 능동 236-22 1층,능동,264055799,일식,영업/정상,2022-12-15,일반음식점,미등록,불가능,,없음,37.5554062,127.0821443,33000
마라인마라탕마라샹궈,"서울특별시 광진구 능동로44길 28, 1층 (중곡동)",서울특별시 광진구 중곡동 49-3 1층,중곡동,,중국식,영업/정상,2022-12-15,일반음식점,미등록,불가능,,없음,37.5603744,127.0831017,7175
시시때때로,"서울특별시 광진구 천호대로102길 9, 1층 (군자동)",서울특별시 광진구 군자동 466-3,군자동,,기타,영업/정상,2022-12-16,일반음식점,미등록,가능,,없음,37.5584892,127.0742539,1500
엄마밥상,"서울특별시 광진구 면목로 132-1, 1층 (중곡동)",서울특별시 광진구 중곡동 193-52 1층,중곡동,,한식,영업/정상,2023-01-09,일반음식점,미등록,불가능,,없음,37.5651105,127.0810133,5500
이토,"서울특별시 광진구 아차산로33길 22, 지하1층 (화양동)",서울특별시 광진구 화양동 5-75 지하1층,화양동,,일식,영업/정상,2023-01-30,일반음식점,미등록,불가능,,없음,37.5412236,127.0703672,17500
카토카츠,"서울특별시 광진구 능동로17길 6, 글방고시원 1층 (화양동)",서울특별시 광진구 화양동 111-121 글방고시원 1층,화양동,,일식,영업/정상,2023-01-30,일반음식점,미등록,불가능,,없음,37.5462211,127.0731324,10333
양가,"서울특별시 광진구 구의로 15, 1층 101호 (구의동)",서울특별시 광진구 구의동 221-31 1층 101호,구의동,,중국식,영업/정상,2023-02-03,일반음식점,미등록,불가능,,없음,37.5393504,127.0892544,9000
유노초밥,"서울특별시 광진구 용마산로 112, 1층 103.4호 (중곡동)",서울특별시 광진구 중곡동 18-75 1층 103.4호,중곡동,,일식,영업/정상,2023-02-07,일반음식점,미등록,가능,,없음,37.5636979,127.087144,13500
샐러드 스웨이쿡,"서울특별시 광진구 군자로 131-1, 1층 (군자동)",서울특별시 광진구 군자동 150-12 1층,군자동,,한식,영업/정상,2023-02-13,일반음식점,미등록,가능,,없음,37.5538945,127.0739889,11375
서울김밥,"서울특별시 광진구 아차산로57길 4, 풍강빌딩 1층 (구의동)",서울특별시 광진구 구의동 221-40 풍강빌딩,구의동,,한식,영업/정상,2023-02-20,일반음식점,미등록,불가능,,없음,37.5386791,127.0882929,5500
카페이음,"서울특별시 광진구 구의로 40, 1층 101호 (구의동)",서울특별시 광진구 구의동 223-58 1층101호,구의동,,기타,영업/정상,2023-02-21,일반음식점,미등록,불가능,,없음,37.5414008,127.0900481,4000
만이천봉,"서울특별시 광진구 뚝섬로30길 7, 1층 (자양동)",서울특별시 광진구 자양동 553-282 1층,자양동,,일식,영업/정상,2023-02-23,일반음식점,미등록,불가능,,없음,37.5356962,127.0661405,34500
신국빈,"서울특별시 광진구 광나루로22길 7, 1층 (화양동)",서울특별시 광진구 화양동 499-38 1층,화양동,,중국식,영업/정상,2023-02-23,일반음식점,미등록,불가능,,없음,37.5463194,127.0754256,15250
진맥,"서울특별시 광진구 능동로13길 88, 2층 (화양동)",서울특별시 광진구 화양동 32-17 2층,화양동,,경양식,영업/정상,2023-03-13,일반음식점,미등록,불가능,,없음,37.5455438,127.0686817,15250
마마분식,"서울특별시 광진구 동일로 150, 1층 (화양동)",서울특별시 광진구 화양동 24-44 1층,화양동,,분식,영업/정상,2023-03-21,일반음식점,미등록,불가능,,없음,37.545624,127.0662348,2875
마마분식,"서울특별시 광진구 동일로 150, 1층 (화양동)",서울특별시 광진구 화양동 24-44 1층,화양동,,분식,영업/정상,2023-03-21,일반음식점,미등록,불가능,,없음,37.545624,127.0662348,5625
한해,"서울특별시 광진구 광나루로 416, 건회빌딩 2층 (화양동)",서울특별시 광진구 화양동 499-1 건회빌딩 2층,화양동,,횟집,영업/정상,2023-03-14,일반음식점,미등록,불가능,,없음,37.5464951,127.0755874,71000
정선한식당,"서울특별시 광진구 능동로 338-1, 영빌딩 1층 (중곡동)",서울특별시 광진구 중곡동 47-14 영빌딩,중곡동,,한식,영업/정상,2023-03-23,일반음식점,미등록,불가능,,없음,37.5596486,127.0811263,20000
홍콩,"서울특별시 광진구 광나루로24길 29, 1층 (화양동)",서울특별시 광진구 화양동 428-1 1층,화양동,,중국식,영업/정상,2023-03-23,일반음식점,미등록,가능,,없음,37.5452271,127.0767728,5250
홀리 러브스 러브,"서울특별시 광진구 뚝섬로22길 73, 1층 (자양동)",서울특별시 광진구 자양동 192-24 1층,자양동,,기타,영업/정상,2023-04-04,일반음식점,미등록,불가능,,없음,37.5342411,127.0615139,4650
히자시,"서울특별시 광진구 긴고랑로8길 83, 1층 (중곡동)",서울특별시 광진구 중곡동 628-2 1층,중곡동,,일식,영업/정상,2023-04-10,일반음식점,미등록,불가능,,없음,37.5599234,127.0772876,17000
이자카야 이옌,"서울특별시 광진구 아차산로51길 78, 1층 (구의동)",서울특별시 광진구 구의동 248-95 1층,구의동,,일식,영업/정상,2023-04-12,일반음식점,미등록,불가능,,없음,37.5404495,127.0852414,29500
황가네감자탕,"서울특별시 광진구 긴고랑로 28, 1층 (중곡동)",서울특별시 광진구 중곡동 245-22 1층,중곡동,,한식,영업/정상,2023-04-13,일반음식점,미등록,불가능,,없음,37.5631626,127.079259,18750
신계닭갈비,"서울특별시 광진구 자양번영로3길 12, 1층 (자양동)",서울특별시 광진구 자양동 583-15 1층,자양동,,한식,영업/정상,2023-04-21,일반음식점,미등록,가능,,없음,37.5318114,127.0746083,14000
인동,"서울특별시 광진구 천호대로 630, 1층 (능동)",서울특별시 광진구 능동 255-2 1층,능동,,기타,영업/정상,2023-04-21,일반음식점,미등록,불가능,,없음,37.5538155,127.0870804,5250
살롯포르미,"서울특별시 광진구 뚝섬로 476-21, 1층 (자양동)",서울특별시 광진구 자양동 197-4 1층,자양동,,기타,영업/정상,2023-04-25,일반음식점,미등록,불가능,,없음,37.5363924,127.062073,23500
백삼호,"서울특별시 광진구 아차산로 312, 드림타운 103호 (자양동)",서울특별시 광진구 자양동 794 드림타운 103호,자양동,,한식,영업/정상,2023-04-27,일반음식점,미등록,불가능,,없음,37.5377446,127.0773478,11350
건대우동집,"서울특별시 광진구 광나루로 386, 하이뷰오피스텔 102호 (화양동)",서울특별시 광진구 화양동 193 하이뷰오피스텔 102호,화양동,,분식,영업/정상,2023-05-02,일반음식점,미등록,가능,,없음,37.5473504,127.0722951,6750
베이글릿,"서울특별시 광진구 아차산로31길 20-4, 1층 (화양동)",서울특별시 광진구 화양동 8-38 1층,화양동,,기타,영업/정상,2023-05-08,일반음식점,미등록,불가능,,없음,37.5417322,127.0697862,2800
자양 고두리,"서울특별시 광진구 능동로 31, 1층 (자양동)",서울특별시 광진구 자양동 553-264 1층,자양동,,한식,영업/정상,2023-05-09,일반음식점,미등록,가능,,없음,37.5342908,127.0677309,24000
빈앤도우,"서울특별시 광진구 면목로 17-1, 1층 (군자동)",서울특별시 광진구 군자동 48-45 1층,군자동,,기타,영업/정상,2023-05-16,일반음식점,미등록,가능,,없음,37.5558954,127.0755877,7850
언필드,"서울특별시 광진구 동일로22길 30, 2층 (화양동)",서울특별시 광진구 화양동 49-15 2층,화양동,,기타,영업/정상,2023-05-19,일반음식점,미등록,불가능,,없음,37.5420537,127.0659334,4500
꾸러기상사,"서울특별시 광진구 동일로24길 29, 1층 (화양동)",서울특별시 광진구 화양동 36-59 1층,화양동,,한식,영업/정상,2023-05-22,일반음식점,미등록,불가능,,없음,37.5436928,127.0668482,6500
믿소사,"서울특별시 광진구 아차산로31길 54, 1층 (화양동)",서울특별시 광진구 화양동 11-22 1층,화양동,,일식,영업/정상,2023-05-31,일반음식점,미등록,불가능,,없음,37.5432295,127.0704681,15000
내향카페&바,"서울특별시 광진구 용마산로4길 8, 1층 (중곡동)",서울특별시 광진구 중곡동 92-40 1층,중곡동,,기타,영업/정상,2023-05-31,일반음식점,미등록,불가능,,없음,37.5562817,127.0887034,13000
쑥인당,"서울특별시 광진구 아차산로73길 44, 1층 (광장동)",서울특별시 광진구 광장동 247 1층,광장동,,한식,영업/정상,2023-06-05,일반음식점,미등록,불가능,,없음,37.5466961,127.1026265,6500
공공의밤,"서울특별시 광진구 동일로22길 41, 지하1층 (화양동)",서울특별시 광진구 화양동 45-81 지하1층,화양동,,한식,영업/정상,2023-06-05,일반음식점,미등록,불가능,,없음,37.5420768,127.0665539,8000
로바타니카이,"서울특별시 광진구 아차산로51길 39, 2층 (구의동)",서울특별시 광진구 구의동 252-77 2층,구의동,,일식,영업/정상,2023-06-07,일반음식점,미등록,불가능,,없음,37.5387887,127.0847564,12500
위로,"서울특별시 광진구 자양로5길 14, 1층 (자양동)",서울특별시 광진구 자양동 679-22 1층,자양동,,기타,영업/정상,2023-06-08,일반음식점,미등록,불가능,,없음,37.5317007,127.0849763,20000
뚝섬로462,"서울특별시 광진구 뚝섬로 462, 1층 (자양동)",서울특별시 광진구 자양동 236-127 1층,자양동,,기타,영업/정상,2023-06-09,일반음식점,미등록,가능,,없음,37.5368873,127.0617784,4750
직화뚝배기,"서울특별시 광진구 뚝섬로 606, 1층 (자양동)",서울특별시 광진구 자양동 608-7 1층,자양동,,한식,영업/정상,2023-06-12,일반음식점,미등록,불가능,,없음,37.532659,127.0768616,9500
꾸엉,"서울특별시 광진구 자양로 181-1, 1층 (구의동)",서울특별시 광진구 구의동 254-2 1층,구의동,,식육(숯불구이),영업/정상,2023-06-15,일반음식점,미등록,가능,,없음,37.543898,127.0845631,19000
버킷 바베큐,"서울특별시 광진구 뚝섬로49길 11-1, 1층 (자양동)",서울특별시 광진구 자양동 619-24 1층,자양동,,한식,영업/정상,2023-06-22,일반음식점,미등록,불가능,,없음,37.5330469,127.0786389,8950
플레어 에스프레소 바,"서울특별시 광진구 아차산로32길 21, 1층 101호 (자양동, 여유재)",서울특별시 광진구 자양동 5-6 여유재 1층101호,자양동,,기타,영업/정상,2023-06-22,일반음식점,미등록,불가능,,없음,37.538996,127.0681899,4875
그레베르,"서울특별시 광진구 광나루로 595, 상가동 제지1층 제비3, 4호 (광장동, 광장자이아파트)",서울특별시 광진구 광장동 581 광장자이아파트,광장동,,"외국음식전문점(인도,태국등)",영업/정상,2023-06-28,일반음식점,미등록,가능,,없음,37.5425728,127.0952471,34250
강휘마라갈비면,"서울특별시 광진구 동일로18길 28, 1층 (자양동)",서울특별시 광진구 자양동 12-24 1층,자양동,,중국식,영업/정상,2023-06-29,일반음식점,미등록,불가능,,없음,37.5395627,127.0643344,8000
화이트브릭,"서울특별시 광진구 긴고랑로30길 20, 1층 (중곡동)",서울특별시 광진구 중곡동 126-17 1층,중곡동,,기타,영업/정상,2023-07-04,일반음식점,미등록,가능,,없음,37.5588832,127.086833,4950
안식당,"서울특별시 광진구 천호대로111길 29, 지하1층 B01호 (중곡동, 대성빌리지)",서울특별시 광진구 중곡동 141-26 대성빌리지 B01호,중곡동,,한식,영업/정상,2023-07-07,일반음식점,미등록,가능,,없음,37.5577123,127.082409,11000
아차산 닭발,"서울특별시 광진구 천호대로127길 19, 1층 (중곡동)",서울특별시 광진구 중곡동 94-13 1층,중곡동,,한식,영업/정상,2023-07-07,일반음식점,미등록,가능,,있음,37.5538563,127.0898279,10750
드레 자양,"서울특별시 광진구 뚝섬로35길 23, 1층 (자양동)",서울특별시 광진구 자양동 513,자양동,,한식,영업/정상,2023-07-18,일반음식점,미등록,불가능,,있음,37.5359213,127.0705285,38000
제왕소라 뤄쓰펀,"서울특별시 광진구 동일로20길 71, 1층 (자양동)",서울특별시 광진구 자양동 8-21,자양동,,중국식,영업/정상,2023-07-20,일반음식점,미등록,불가능,,없음,37.5404591,127.0674762,8900
데판야끼한,"서울특별시 광진구 능동로38길 32, 1층 (중곡동)",서울특별시 광진구 중곡동 341-26,중곡동,,일식,영업/정상,2023-07-20,일반음식점,미등록,불가능,,없음,37.5571128,127.081492,20250
롱메,"서울특별시 광진구 긴고랑로8길 79, 1층 (중곡동)",서울특별시 광진구 중곡동 628-1,중곡동,,일식,영업/정상,2023-07-21,일반음식점,미등록,불가능,,없음,37.5600158,127.0773438,10000
숭늉이네,"서울특별시 광진구 아차산로33길 90, 1층 (화양동)",서울특별시 광진구 화양동 3-1 1층,화양동,,한식,영업/정상,2023-07-31,일반음식점,미등록,불가능,,없음,37.5440903,127.0717373,19000
카페이츠,"서울특별시 광진구 아차산로55길 44-1, 1층 (구의동)",서울특별시 광진구 구의동 242-74,구의동,,기타,영업/정상,2023-08-07,일반음식점,미등록,가능,,없음,37.5394042,127.0865445,4125
라라면옥,"서울특별시 광진구 아차산로49길 28-2, 1층 101호 (구의동)",서울특별시 광진구 구의동 252-120,구의동,,한식,영업/정상,2023-08-09,일반음식점,미등록,가능,,없음,37.5380426,127.0844737,11750
카페모아,"서울특별시 광진구 용마산로 127, 국립정신건강센터 1층 (중곡동)",서울특별시 광진구 중곡동 30-1 국립정신건강센터,중곡동,,기타,영업/정상,2023-08-14,일반음식점,미등록,불가능,,없음,37.5650124,127.0857923,3000
페프리,"서울특별시 광진구 광나루로 428, 1층 (화양동)",서울특별시 광진구 화양동 489,화양동,,기타,영업/정상,2023-08-16,일반음식점,미등록,불가능,,없음,37.5457985,127.0767868,4250
리셋 커피 아일랜드,"서울특별시 광진구 동일로20길 68, 1층 (자양동)",서울특별시 광진구 자양동 9-1,자양동,,기타,영업/정상,2023-08-17,일반음식점,미등록,불가능,,없음,37.5402984,127.0671964,4500
토모멘야,"서울특별시 광진구 아차산로 431, 상가3동 지층 103호 (구의동, 강변에스케이뷰)",서울특별시 광진구 구의동 667 강변에스케이뷰 상가3동B103 호,구의동,,일식,영업/정상,2023-08-22,일반음식점,미등록,가능,,없음,37.5384765,127.0899725,10750
와인슈퍼,"서울특별시 광진구 긴고랑로14길 59, 1층 (중곡동)",서울특별시 광진구 중곡동 162-5 1층,중곡동,,한식,영업/정상,2023-08-23,일반음식점,미등록,불가능,,없음,37.5599681,127.0803586,12200
진구정,"서울특별시 광진구 광나루로 536, 구의장미빌딩 1층 (구의동)",서울특별시 광진구 구의동 230-13 구의장미빌딩,구의동,,한식,영업/정상,2023-08-31,일반음식점,미등록,가능,,없음,37.5445673,127.0892649,25500
읍천리 382 건대입구역점,"서울특별시 광진구 아차산로 214, 1층 (자양동)",서울특별시 광진구 자양동 8-4,자양동,,기타,영업/정상,2023-09-14,일반음식점,미등록,불가능,,없음,37.5408666,127.0671171,5966
어울림가든,"서울특별시 광진구 뚝섬로52라길 56-1, 1층 (자양동)",서울특별시 광진구 자양동 646-7 1층,자양동,,한식,영업/정상,2023-09-22,일반음식점,미등록,불가능,,없음,37.5291471,127.0817694,18000
카츠모,"서울특별시 광진구 군자로 132, 1층 (군자동)",서울특별시 광진구 군자동 64-6,군자동,,일식,영업/정상,2023-09-25,일반음식점,미등록,불가능,,없음,37.5537436,127.0743373,12650
중곡역2번부두,"서울특별시 광진구 긴고랑로 77, 1층 (중곡동)",서울특별시 광진구 중곡동 38-10 1층,중곡동,,한식,영업/정상,2023-09-27,일반음식점,미등록,불가능,,없음,37.5613604,127.084498,35250
진진면옥,"서울특별시 광진구 동일로32길 18, 1층 (군자동)",서울특별시 광진구 군자동 357-3 1층,군자동,,한식,영업/정상,2023-10-16,일반음식점,미등록,가능,,없음,37.5491894,127.0691258,8625
몽글몽글,"서울특별시 광진구 광나루로20길 23, 1층 101호 (화양동, 광진스위트엠 아파트)",서울특별시 광진구 화양동 532 광진스위트엠 아파트 1층101호,화양동,,한식,영업/정상,2023-10-20,일반음식점,미등록,불가능,,없음,37.5458887,127.0743889,11975
산토로쿠,"서울특별시 광진구 능동로 27, 2층 (자양동)",서울특별시 광진구 자양동 59-2,자양동,,일식,영업/정상,2023-10-25,일반음식점,미등록,불가능,,있음,37.5339076,127.0675512,25750
커피데스크 영동대교북단점,"서울특별시 광진구 동일로 56, 7동 1층 705호 (자양동)",서울특별시 광진구 자양동 236,자양동,,패밀리레스트랑,영업/정상,2023-10-25,일반음식점,미등록,불가능,,없음,37.5368989,127.0615463,13375
부성생고기,"서울특별시 광진구 긴고랑로15길 3, 1층 (중곡동)",서울특별시 광진구 중곡동 40-7,중곡동,,한식,영업/정상,2023-10-26,일반음식점,미등록,불가능,,없음,37.5622948,127.0829884,40500
쿠마상회,"서울특별시 광진구 아차산로33길 21-5, 1~3층 (화양동)",서울특별시 광진구 화양동 8-86 1~3층,화양동,,일식,영업/정상,2023-10-31,일반음식점,미등록,불가능,,있음,37.5413791,127.0698623,7750
중곡동손칼국수,"서울특별시 광진구 능동로 400, 보건복지행정타운 1층 131호 (중곡동)",서울특별시 광진구 중곡동 30-80 보건복지행정타운,중곡동,,분식,영업/정상,2023-11-06,일반음식점,미등록,가능,,없음,37.565103,127.084426,9250
꾸노네,"서울특별시 광진구 용마산로16길 17, 1층 (중곡동)",서울특별시 광진구 중곡동 150-49,중곡동,,일식,영업/정상,2023-11-06,일반음식점,미등록,불가능,,없음,37.562286,127.0883019,10000
맷돌전,"서울특별시 광진구 광장로1나길 18, 1층 (광장동)",서울특별시 광진구 광장동 378-6,광장동,,한식,영업/정상,2023-11-07,일반음식점,미등록,불가능,,없음,37.5487376,127.1016829,9000
파충류가게,"서울특별시 광진구 능동로19길 3, 지하1층 (화양동)",서울특별시 광진구 화양동 111-128,화양동,,기타,영업/정상,2023-11-08,일반음식점,미등록,불가능,,없음,37.5468793,127.0735642,17900
이선장회,"서울특별시 광진구 뚝섬로 472, 1층 (자양동)",서울특별시 광진구 자양동 239-1,자양동,,일식,영업/정상,2023-11-08,일반음식점,미등록,불가능,,없음,37.5366159,127.0628159,38750
블랙스미스,"서울특별시 광진구 뚝섬로32길 25, 1층 (자양동)",서울특별시 광진구 자양동 48-37,자양동,,기타,영업/정상,2023-11-14,일반음식점,미등록,불가능,,없음,37.5343571,127.0670294,4750
고기랑,"서울특별시 광진구 광나루로56길 85, 테크노-마트21 지하1층 A-30호 (구의동)",서울특별시 광진구 구의동 546-4 테크노-마트21,구의동,,기타,영업/정상,2023-11-16,일반음식점,미등록,불가능,,없음,37.5354852,127.0954867,9800
퍼즌트,"서울특별시 광진구 능동로32길 50, 1층 (능동)",서울특별시 광진구 능동 232-1,능동,,경양식,영업/정상,2023-11-29,일반음식점,미등록,불가능,,없음,37.554298,127.0811797,5375
장만옥,"서울특별시 광진구 동일로 150, 1층 (화양동)",서울특별시 광진구 화양동 24-44,화양동,,중국식,영업/정상,2023-11-30,일반음식점,미등록,불가능,,없음,37.545624,127.0662348,8500
