사업장명,도로명주소,지번주소,전화번호,업태구분명,영업상태명,인허가일자,좌표정보(X),좌표정보(Y),업종,착한업소,사랑상품권,위생등급,행정처분,latitude,longitude
이엘뷰티,"서울특별시 광진구 뚝섬로51길 84, 1층 (자양동)",서울특별시 광진구 자양동 624-22 ,,네일아트업,영업/정상,2021-11-01,207217.248982665,448145.954997582,미용업,미등록,불가능,,없음,37.5355351,127.082446
퀸비 광장점,"서울특별시 광진구 광장로 57, 1층 (광장동)",서울특별시 광진구 광장동 259-9 ,,피부미용업,영업/정상,2021-02-16,209071.792892702,449457.576896761,미용업,미등록,불가능,,없음,37.5473364,127.1034448
어반디헤어,"서울특별시 광진구 용마산로1길 25, 1층 (중곡동)",서울특별시 광진구 중곡동 119-16 ,07082110555,일반미용업,영업/정상,2021-07-30,207614.646438107,450305.092740956,미용업,미등록,불가능,,없음,37.55498559999999,127.0869644
유난희미용실,"서울특별시 광진구 뚝섬로58길 36, 청정빌딩 1층 (자양동)",서울특별시 광진구 자양동 667 청정빌딩 ,,일반미용업,영업/정상,2022-01-03,207442.17222719,447564.441308066,미용업,미등록,불가능,,없음,37.5302939,127.084985
네일또봄,"서울특별시 광진구 긴고랑로7길 9, 1층 (중곡동)",서울특별시 광진구 중곡동 239-44 ,,네일아트업,영업/정상,2022-01-27,206931.026099476,451289.844220455,미용업,미등록,불가능,,없음,37.5638634,127.079237
래쉬데이(Lash Day),"서울특별시 광진구 아차산로 375, 크레신타워3차 1층 111호 (구의동)",서울특별시 광진구 구의동 246-14 크레신타워3차 ,,메이크업업,영업/정상,2022-02-11,207388.308848516,448313.517465433,미용업,미등록,불가능,,없음,37.5370435,127.0843831
네일비타&푸스케어(건대점),"서울특별시 광진구 동일로18길 104, 2층 (자양동)",서울특별시 광진구 자양동 4-19 ,02  466 0924,네일아트업,영업/정상,2022-02-14,205969.37108605,448440.586023319,미용업,미등록,불가능,,없음,37.5381985,127.0683296
미모안 헤어,"서울특별시 광진구 용마산로 61, 2층 (중곡동)",서울특별시 광진구 중곡동 125-8 ,02  447 1303,일반미용업,영업/정상,2022-02-24,207660.236611285,450759.001378184,미용업,미등록,불가능,,없음,37.5590749,127.0874851
헤어바이제이(HAIR by J),"서울특별시 광진구 능동로50길 36, 1층 101호 (중곡동)",서울특별시 광진구 중곡동 34-26 ,,일반미용업,영업/정상,2022-03-07,207460.768567828,451245.339664305,미용업,미등록,불가능,,없음,37.5634583,127.0852325
스칼프 메이크업,"서울특별시 광진구 능동로 324, 2층 (중곡동)",서울특별시 광진구 중곡동 161-44 ,,메이크업업,영업/정상,2022-03-17,207032.607406177,450682.449650361,미용업,미등록,불가능,,있음,37.5583901,127.080381
이노헤어,"서울특별시 광진구 아차산로 431, 상가2동 지하1층 B103호 (구의동, 강변에스케이뷰)",서울특별시 광진구 구의동 667 강변에스케이뷰 ,02  34360002,일반미용업,영업/정상,2022-03-22,207900.435296043,448492.625330318,미용업,미등록,가능,,없음,37.5384765,127.0899725
지젤뷰티,"서울특별시 광진구 천호대로 666, 그랜드파크 오피스텔 2층 205호 (구의동)",서울특별시 광진구 구의동 76-1 그랜드파크 오피스텔 ,,피부미용업,영업/정상,2022-04-04,207825.465863194,449902.401682584,미용업,미등록,불가능,,없음,37.5513556,127.089346
살롱 드 셀린,"서울특별시 광진구 뚝섬로54길 13, 1층 (자양동)",서울특별시 광진구 자양동 651 ,,일반미용업,영업/정상,2022-04-20,207069.656504992,447634.428803651,미용업,미등록,가능,,없음,37.5309274,127.0807712
로에이 네일(RO_A NAIL),"서울특별시 광진구 천호대로109길 9, 리아리움더언타워 2층 201호 (중곡동)",서울특별시 광진구 중곡동 157-17 리아리움더언타워 ,,네일아트업,영업/정상,2022-05-02,207067.567417734,450572.965112406,미용업,미등록,불가능,,없음,37.5574034,127.0807756
아브뉴오월(OWOL),"서울특별시 광진구 능동로 69, 아브뉴프랑센트럴동 2층 204호 (자양동, 자양 호반써밋)",서울특별시 광진구 자양동 861 자양 호반써밋 ,,일반미용업,영업/정상,2022-05-10,206014.599715389,448359.990459515,미용업,미등록,불가능,,없음,37.531692,127.074516
모모헤어,"서울특별시 광진구 영화사로 55, 1층 (중곡동)",서울특별시 광진구 중곡동 107-41 ,,일반미용업,영업/정상,2022-05-13,208114.688676917,450372.743118653,미용업,미등록,불가능,,없음,37.5555909,127.0926242
앤디(ND)#179 헤어,"서울특별시 광진구 능동로 179, 1층 (화양동)",서울특별시 광진구 화양동 111-118 ,,일반미용업,영업/정상,2022-06-02,206426.655085685,449379.023708643,미용업,미등록,불가능,,없음,37.5466507,127.0735117
박승철헤어스튜디오 광나루역점,"서울특별시 광진구 천호대로 813, 신성빌딩 2층 (광장동)",서울특별시 광진구 광장동 240-1 신성빌딩 ,02  453 0677,일반미용업,영업/정상,2022-06-20,209118.502283007,449268.232210806,미용업,미등록,가능,,없음,37.54563,127.103971
아름다울 시연,"서울특별시 광진구 자양로37길 14, 1층 (구의동)",서울특별시 광진구 구의동 615-13 ,,메이크업업,영업/정상,2022-07-08,207660.508549494,449539.483942478,미용업,미등록,불가능,,없음,37.5480871,127.0874755
물결헤어살롱,"서울특별시 광진구 광장로 64, 1층 (광장동)",서울특별시 광진구 광장동 288-17 ,,일반미용업,영업/정상,2022-08-16,209141.126301881,449446.879200063,미용업,미등록,불가능,,없음,37.5472394,127.1042292
징코뷰티,"서울특별시 광진구 긴고랑로36길 71, 정원빌딩 2층 201호 (중곡동)",서울특별시 광진구 중곡동 100-17 정원빌딩 ,,피부미용업,영업/정상,2022-09-20,208048.168292018,450496.118318739,미용업,미등록,불가능,,없음,37.556703,127.0918727
라라블라썸,"서울특별시 광진구 아차산로66길 66, 1층 (광장동)",서울특별시 광진구 광장동 458-1 ,,일반미용업,영업/정상,2022-10-05,208773.885097949,448830.070008408,미용업,미등록,가능,,없음,37.5416855,127.1000662
유에이브로우(u.ei_brow),"서울특별시 광진구 자양로 73, 2층 202호 (자양동)",서울특별시 광진구 자양동 628-25 ,,메이크업업,영업/정상,2022-10-20,207362.29706762,448012.449066969,미용업,미등록,불가능,,없음,37.534331,127.0840858
헤어 마이미(HAIR MYME),"서울특별시 광진구 능동로40길 19, 102호 (중곡동, 유정아트빌)",서울특별시 광진구 중곡동 160-12 유정아트빌 ,,일반미용업,영업/정상,2022-10-25,207110.10262802,450645.30992606,미용업,미등록,불가능,,없음,37.5614431,127.0786683
살롱드진(SALON DE JIN),"서울특별시 광진구 자양로51길 29, 수양교역 1층 (중곡동)",서울특별시 광진구 중곡동 111-8 수양교역 ,,일반미용업,영업/정상,2022-11-21,208060.465102622,450200.898407112,미용업,미등록,가능,,없음,37.5540056,127.0920095
써니뷰티샵,"서울특별시 광진구 능동로49길 18, 1층 (중곡동)",서울특별시 광진구 중곡동 220-28 ,,피부미용업,영업/정상,2022-11-28,207204.907754885,451378.26853404,미용업,미등록,불가능,,없음,37.564658,127.0823378
"차분히,","서울특별시 광진구 능동로 400, 보건복지행정타운 2층 220호 (중곡동)",서울특별시 광진구 중곡동 30-80 보건복지행정타운 ,,일반미용업,영업/정상,2022-12-05,207403.621286448,451409.474221102,미용업,미등록,불가능,,없음,37.565103,127.084426
욜로네일스튜디오 닥터아이티엔 광진점 내성.무좀.각질.,"서울특별시 광진구 동일로76나길 34, 2층 201호 (중곡동)",서울특별시 광진구 중곡동 685-13 ,,네일아트업,영업/정상,2022-12-15,207044.810573841,451849.056175206,미용업,미등록,불가능,,없음,37.568901,127.0805302
유나헤어,"서울특별시 광진구 뚝섬로52가길 31, 1층 (자양동)",서울특별시 광진구 자양동 652-52 ,,일반미용업,영업/정상,2022-11-28,207092.876869272,447648.29428535,미용업,미등록,가능,,없음,37.5310522,127.0810341
윤즈살롱,"서울특별시 광진구 능동로38길 17, 1층 (중곡동)",서울특별시 광진구 중곡동 158-6,0263262082,네일아트업,영업/정상,2022-08-01,207072.565375724,450592.136932326,미용업,미등록,불가능,,없음,37.5575761,127.0808324
헤어웨이 광장점,"서울특별시 광진구 아차산로 607, 2층 (광장동, 빌딩S존)",서울특별시 광진구 광장동 329-1 빌딩S존 ,02  446 0450,일반미용업,영업/정상,2023-01-09,209301.892401996,449461.537061824,미용업,미등록,가능,,없음,37.5473698,127.1060486
플룸네일,"서울특별시 광진구 군자로 8-1, 1층 (화양동)",서울특별시 광진구 화양동 2-32 ,,네일아트업,영업/정상,2023-02-03,206279.672775769,449114.698678463,미용업,미등록,불가능,,없음,37.5442702,127.0718462
히엘(HIEL),"서울특별시 광진구 광나루로37길 24, 1층 (구의동)",서울특별시 광진구 구의동 66-73 ,02   4582900,일반미용업,영업/정상,2023-02-06,207725.549932969,449281.551308533,미용업,미등록,불가능,,없음,37.5457626,127.0882089
진s살롱,"서울특별시 광진구 긴고랑로22길 25, 1층 (중곡동)",서울특별시 광진구 중곡동 51-12 ,02 4551215,일반미용업,영업/정상,2023-02-06,207351.817447141,450851.805638907,미용업,미등록,불가능,,없음,37.5599135,127.0839954
살롱드유진,"서울특별시 광진구 천호대로112길 10, 2층 202호 (능동)",서울특별시 광진구 능동 222-5 ,,일반미용업,영업/정상,2023-02-13,207115.883872918,450394.186941515,미용업,미등록,불가능,,없음,37.5557922,127.0813207
센스앤영 헤어 건대점,"서울특별시 광진구 아차산로30길 7, 2층 (자양동)",서울특별시 광진구 자양동 7-30 ,,일반미용업,영업/정상,2023-02-14,205927.723813941,448680.236049743,미용업,미등록,가능,,없음,37.540358,127.0678603
러블리헤어,"서울특별시 광진구 뚝섬로 672, 1층 (자양동)",서울특별시 광진구 자양동 679-1 ,02 4702814,일반미용업,영업/정상,2023-03-03,207374.404947661,447725.636078119,미용업,미등록,가능,,없음,37.5317468,127.0842199
에이바헤어 군자역점,"서울특별시 광진구 천호대로 562, 쥬얼테크 2층 (능동)",서울특별시 광진구 능동 220-4 쥬얼테크 ,0222012255,일반미용업,영업/정상,2023-03-07,207028.744279498,450469.032288253,미용업,미등록,가능,,없음,37.5564673,127.0803352
로제아네일,"서울특별시 광진구 동일로22길 104, 진명빌딩 5층 (화양동)",서울특별시 광진구 화양동 7-9 진명빌딩 ,,네일아트업,영업/정상,2023-03-07,206098.338891049,448722.142529103,미용업,미등록,불가능,,없음,37.54073450000001,127.0697911
더에끌라(The eclat),"서울특별시 광진구 아차산로25길 21-20, 1층 101호 (화양동)",서울특별시 광진구 화양동 45-48 ,,일반미용업,영업/정상,2023-03-16,205800.365967722,448935.879365295,미용업,미등록,불가능,,있음,37.5426621,127.0664212
루엘리,"서울특별시 광진구 자양로22길 48, 진봉 1층 101호 (구의동)",서울특별시 광진구 구의동 257-2 진봉 ,,메이크업업,영업/정상,2023-03-27,207530.711606106,448599.51610679,미용업,미등록,가능,,없음,37.5396191,127.0859972
아오브(A OF),"서울특별시 광진구 광나루로 486, 센트럴빌 1층 104-C호 (구의동)",서울특별시 광진구 구의동 253-19 센트럴빌 ,,일반미용업,영업/정상,2023-03-29,207284.51582152,449167.787535953,미용업,미등록,불가능,,없음,37.5447412,127.0832171
윌로우메이크업,"서울특별시 광진구 아차산로 345, 3층 320호 (자양동, 래미안프리미어팰리스)",서울특별시 광진구 자양동 859 래미안프리미어팰리스 ,,메이크업업,영업/정상,2023-03-31,207135.958384677,448386.668907366,미용업,미등록,불가능,,없음,37.5377677,127.08118
라비앙보떼(LA VIE EN BEAUTE),"서울특별시 광진구 능동로 333, 1층 (중곡동)",서울특별시 광진구 중곡동 647-22 ,,메이크업업,영업/정상,2023-04-12,207034.926545493,450794.332474972,미용업,미등록,불가능,,없음,37.5593981,127.0804083
올리니끄 민,"서울특별시 광진구 뚝섬로 504-1, 1층 (자양동)",서울특별시 광진구 자양동 553-167 ,,피부미용업,영업/정상,2023-04-27,205781.770124554,448170.296320514,미용업,미등록,불가능,,없음,37.5357644,127.0662048
린느,"서울특별시 광진구 능동로 162, 2층 (화양동)",서울특별시 광진구 화양동 92-3 ,,메이크업업,영업/정상,2023-05-26,206411.156552359,449203.074318198,미용업,미등록,불가능,,없음,37.5450656,127.0733348
무드에이헤어(MooD.A HAIR),"서울특별시 광진구 광나루로 458, 지층 B06호 (구의동, e편한세상 광진 그랜드파크)",서울특별시 광진구 구의동 680 e편한세상 광진 그랜드파크 ,,일반미용업,영업/정상,2023-05-31,207069.284988221,449098.348139571,미용업,미등록,불가능,,없음,37.5441578,127.0809006
스타일 유,"서울특별시 광진구 용마산로21길 61, 1층 (중곡동)",서울특별시 광진구 중곡동 35-12 ,,일반미용업,영업/정상,2023-06-19,207459.703443879,451097.182047482,미용업,미등록,불가능,,없음,37.5621235,127.0852189
라즈네일,"서울특별시 광진구 능동로 172, 빌리브 인테라스 1동 116호 (화양동)",서울특별시 광진구 화양동 111-12 빌리브 인테라스 ,,네일아트업,영업/정상,2023-06-22,206469.210431409,449306.220747298,미용업,미등록,불가능,,없음,37.5459937,127.0737927
구피샵 중곡점,"서울특별시 광진구 능동로49길 24, 1층 (중곡동)",서울특별시 광진구 중곡동 220-37 1층 ,02 4699253,일반미용업,영업/정상,2023-07-03,207177.010793086,451391.18062254,미용업,미등록,불가능,,없음,37.5647746,127.0820222
맨드살롱 10호점,"서울특별시 광진구 능동로 315, DM빌딩 2층 (중곡동)",서울특별시 광진구 중곡동 649-8 DM빌딩 ,,일반미용업,영업/정상,2023-07-06,206960.304957991,450625.255482591,미용업,미등록,불가능,,없음,37.5578753,127.0795622
이지헤어,"서울특별시 광진구 뚝섬로 486, 1층 (자양동)",서울특별시 광진구 자양동 51-29 1층 ,,일반미용업,영업/정상,2023-07-17,205612.40218535,448221.506050387,미용업,미등록,가능,,없음,37.5362268,127.064289
브랜드헤어,"서울특별시 광진구 뚝섬로40길 15, 1층 (자양동)",서울특별시 광진구 자양동 462-20 ,,일반미용업,영업/정상,2023-07-20,206376.679294395,447880.790848283,미용업,미등록,불가능,,없음,37.5331521,127.0729333
바람난 머리,"서울특별시 광진구 용마산로4길 5, 1층 (중곡동)",서울특별시 광진구 중곡동 80-12 ,,일반미용업,영업/정상,2023-08-18,207762.675451211,450468.14472053,미용업,미등록,불가능,,없음,37.5564534,127.0886414
모젠가발,"서울특별시 광진구 자양로 112, 2층 202호 (구의동)",서울특별시 광진구 구의동 252-44 ,,일반미용업,영업/정상,2023-08-30,207324.953590357,448395.067457312,미용업,미등록,불가능,,없음,37.5377787,127.0836671
단아래쉬(DAHNA LASH),"서울특별시 광진구 동일로62길 50, 1층 (중곡동)",서울특별시 광진구 중곡동 638-9 ,,메이크업업,영업/정상,2023-09-19,206712.262967747,450746.453319355,미용업,미등록,불가능,,없음,37.5589691,127.076756
코어랩(Core Lab),"서울특별시 광진구 천호대로 646, 능동나이스빌딩 3층 (능동)",서울특별시 광진구 능동 256-3 능동나이스빌딩 ,,피부미용업,영업/정상,2023-10-16,207756.217759831,450076.132747496,미용업,미등록,불가능,,없음,37.5528996,127.0885702
슬리밍 뷰티,"서울특별시 광진구 아차산로51길 28-7, 1층 (구의동)",서울특별시 광진구 구의동 257-133 ,,피부미용업,영업/정상,2023-10-24,207490.423327128,448452.430519381,미용업,미등록,불가능,,없음,37.5382942,127.0855399
프리티니 네일,"서울특별시 광진구 아차산로29길 36, 2층 (화양동)",서울특별시 광진구 화양동 9-46 ,,네일아트업,영업/정상,2023-11-06,206024.186743789,448905.221379787,미용업,미등록,불가능,,없음,37.5423845,127.0689536
누미샵,"서울특별시 광진구 능동로48길 23, 1층 (중곡동)",서울특별시 광진구 중곡동 33-36 ,,일반미용업,영업/정상,2023-11-07,207349.087259493,451142.663010563,미용업,미등록,불가능,,없음,37.5625341,127.0839674
우아 에스테틱,"서울특별시 광진구 군자로 179-2, 2층 202호 (군자동)",서울특별시 광진구 군자동 474-42 ,,피부미용업,영업/정상,2023-12-06,206819.990659125,450506.459648543,미용업,미등록,가능,,없음,37.556806,127.0779731
웨이브로우 건대,"서울특별시 광진구 능동로 143, 3층 (화양동)",서울특별시 광진구 화양동 3-21 ,,메이크업업,영업/정상,2023-02-23,206296.651168879,449039.858490756,미용업,미등록,불가능,,없음,37.5435958,127.0720377
미로르,"서울특별시 광진구 아차산로 546, 삼성아파트 상가동 2층 202호 (광장동)",서울특별시 광진구 광장동 453-1 삼성아파트 ,,일반미용업,영업/정상,2024-01-03,208950.91165115,448909.276939198,미용업,미등록,불가능,,없음,37.5424844,127.1019303
분칠하는 고양이,"서울특별시 광진구 동일로22길 42, 5층 502호 (화양동)",서울특별시 광진구 화양동 49-13 ,,메이크업업,영업/정상,2024-01-03,205803.193096637,448848.702006451,미용업,미등록,불가능,,없음,37.5418767,127.0664526
피부봄날,"서울특별시 광진구 광나루로39길 11, 2층 221호 (구의동, 구의자이르네)",서울특별시 광진구 구의동 671 구의자이르네 ,,피부미용업,영업/정상,2024-02-29,207775.86513205,449252.386906411,미용업,미등록,불가능,,없음,37.5454994,127.0887779
쮸네일스튜디오,서울특별시 광진구 자양로53길 50 (중곡동),서울특별시 광진구 중곡동 98-18 101호,,네일아트업,영업/정상,2024-02-29,208041.188716676,450344.726939149,미용업,미등록,불가능,,없음,37.5553391,127.0917921
자이언트 뷰티,"서울특별시 광진구 면목로 81-1, 1층 (중곡동)",서울특별시 광진구 중곡동 256-34 ,,피부미용업,영업/정상,2024-03-04,206862.648777309,450988.520464361,미용업,미등록,불가능,,없음,37.561149,127.0784602
수영헤어,"서울특별시 광진구 자양로 55, 101동 102호 (자양동, 자양하늘채 베르)",서울특별시 광진구 자양동 862 자양하늘채 베르 1층 101동 102호,,일반미용업,영업/정상,2024-03-06,,,미용업,미등록,불가능,,없음,37.531692,127.074516
제이아이,"서울특별시 광진구 아차산로53길 5, 창윤빌딩 2층 202호 (구의동)",서울특별시 광진구 구의동 246-37 창윤빌딩 ,,메이크업업,영업/정상,2024-03-11,207523.199448551,448359.093576292,미용업,미등록,불가능,,없음,37.5374014,127.0859043
브이스튜디오,"서울특별시 광진구 능동로 172, 빌리브 인테라스 2층 205호 (화양동)",서울특별시 광진구 화양동 111-12 빌리브 인테라스 ,,메이크업업,영업/정상,2024-03-12,206469.210431409,449306.220747298,미용업,미등록,불가능,,없음,37.5459937,127.0737927
프롬더진,"서울특별시 광진구 능동로37길 6, 아지빌딩 301(일부305)호 (중곡동)",서울특별시 광진구 중곡동 648-14 ,,메이크업업,영업/정상,2024-03-14,206961.612379341,450659.222622896,미용업,미등록,불가능,,없음,37.5581813,127.0795773
에이바헤어 강변점,"서울특별시 광진구 아차산로 502, 진넥스오딧세이 2층 201호 (광장동)",서울특별시 광진구 광장동 470-3 진넥스오딧세이 ,,일반미용업,영업/정상,2024-03-19,208526.97532855,448791.8824094,미용업,미등록,불가능,,없음,37.5413438,127.097272
브로우바이윤(Brow by Yun),"서울특별시 광진구 능동로7길 39, 1층 101호 (자양동, 임흥파크빌)",서울특별시 광진구 자양동 553-393 임흥파크빌 ,,메이크업업,영업/정상,2024-03-22,205849.905342247,448345.125853031,미용업,미등록,불가능,,없음,37.5373392,127.0669771
띠아뷰티(DDIA BEAUTY),"서울특별시 광진구 뚝섬로32길 39, 2층 (자양동)",서울특별시 광진구 자양동 64-12 2층 ,,피부미용업,영업/정상,2024-03-29,205828.738891986,447957.997713277,미용업,미등록,불가능,,없음,37.53385129999999,127.0667346
준 헤어,"서울특별시 광진구 영화사로3길 5, 1층 (중곡동)",서울특별시 광진구 중곡동 83-5 ,,일반미용업,영업/정상,2024-04-01,207919.454074938,450563.062187543,미용업,미등록,불가능,,없음,37.5573073,127.0904168
디아워래쉬,"서울특별시 광진구 능동로 139, 3층 (화양동)",서울특별시 광진구 화양동 3-25 ,,메이크업업,영업/정상,2024-04-17,206283.691824892,449007.447512164,미용업,미등록,불가능,,없음,37.5433038,127.0718908
"예쁨,담다왁싱&속눈썹 건대본점","서울특별시 광진구 동일로30길 20, 2층 202호 (화양동, 듀플랙스)",서울특별시 광진구 화양동 20-29 듀플랙스 ,,피부미용업,영업/정상,2024-04-22,205961.764977757,449472.181772305,미용업,미등록,불가능,,없음,37.5474932,127.0682518
크라니움,"서울특별시 광진구 아차산로 306, 1층 (자양동)",서울특별시 광진구 자양동 227-1 ,,일반미용업,영업/정상,2024-05-01,206721.051513888,448407.438542153,미용업,미등록,불가능,,없음,37.5378948,127.0768343
아워어스(Hour. us),"서울특별시 광진구 광나루로16길 5, 101호 (화양동)",서울특별시 광진구 화양동 17-12 ,,일반미용업,영업/정상,2024-05-14,206073.120274724,449449.445982742,미용업,미등록,불가능,,없음,37.5472876,127.0695117
아테나뷰티 에스테틱,"서울특별시 광진구 능동로 276, 한성빌딩 3층 301호 일부호 (능동)",서울특별시 광진구 능동 282-6 한성빌딩 ,,피부미용업,영업/정상,2024-05-16,206851.974145395,450247.135087876,미용업,미등록,불가능,,없음,37.5544067,127.0783022
언예지,"서울특별시 광진구 능동로 129-1, 1층 (화양동)",서울특별시 광진구 화양동 3-39 1층 ,,일반미용업,영업/정상,2024-05-17,206256.130422198,448927.555447908,미용업,미등록,불가능,,없음,37.5425842,127.0715783
네일만나위드속눈썹&왁싱,"서울특별시 광진구 광나루로 347, 3층 301호 (군자동)",서울특별시 광진구 군자동 355-14 ,,기타,영업/정상,2024-05-30,205997.23851977,449576.658143009,미용업,미등록,불가능,,없음,37.5484342,127.0686541
헤어더뷰 건대점,"서울특별시 광진구 능동로 123, 2층 전부호 (화양동)",서울특별시 광진구 화양동 5-5 ,,일반미용업,영업/정상,2024-05-31,206228.837446343,448866.49526502,미용업,미등록,불가능,,없음,37.5420342,127.0712689
포뷰트 맨즈헤어 건대 1호점,"서울특별시 광진구 능동로 121, 3층 (화양동)",서울특별시 광진구 화양동 5-6 ,,일반미용업,영업/정상,2024-06-10,206226.926961699,448851.599084027,미용업,미등록,불가능,,없음,37.5419,127.0712472
제이앤룸,"서울특별시 광진구 뚝섬로36길 61, 1층 좌측점포호 (자양동)",서울특별시 광진구 자양동 494-4 ,,일반미용업,영업/정상,2024-07-01,206127.779622813,447741.041913595,미용업,미등록,불가능,,없음,37.5318946,127.0701161
스튜디오 홍(Studio Hong),"서울특별시 광진구 광나루로 369, 1층 129호 (군자동, 광진두산위브파크)",서울특별시 광진구 군자동 503 광진두산위브파크 ,,메이크업업,영업/정상,2024-07-16,206212.244268239,449577.174890763,미용업,미등록,불가능,,없음,37.54831650000001,127.0709888
아름드리다 헤어,"서울특별시 광진구 면목로 164, 1층 105호 (중곡동)",서울특별시 광진구 중곡동 170-25 ,,일반미용업,영업/정상,2024-07-17,207216.335159018,451721.668150576,미용업,미등록,불가능,,없음,37.5677519,127.0824705
돌고래아파트,"서울특별시 광진구 동일로12길 24, 대성정밀 1층 (자양동)",서울특별시 광진구 자양동 251-62 대성정밀 ,,메이크업업,영업/정상,2024-07-17,205546.645589768,448595.415274678,미용업,미등록,불가능,,없음,37.5395961,127.0635477
폴헤어(PAUL HAIR),"서울특별시 광진구 용마산로 9, 한국문화재단빌딩 1층 1호 (중곡동)",서울특별시 광진구 중곡동 116-4 한국문화재단빌딩 ,,일반미용업,영업/정상,2024-07-22,207720.594130391,450245.537266111,미용업,미등록,불가능,,없음,37.5544048,127.0881499
공드리움,"서울특별시 광진구 능동로41길 17, 1층 (중곡동)",서울특별시 광진구 중곡동 644-2 ,,메이크업업,영업/정상,2024-08-01,206979.2132606,450861.243196009,미용업,미등록,불가능,,없음,37.5600014,127.0797784
므네,"서울특별시 광진구 능동로41길 17, 1층 (중곡동)",서울특별시 광진구 중곡동 644-2 ,,네일아트업,영업/정상,2024-08-01,206979.2132606,450861.243196009,미용업,미등록,불가능,,없음,37.5600014,127.0797784
"오늘,헤어","서울특별시 광진구 동일로60길 14, 1층 (군자동)",서울특별시 광진구 군자동 465-1 ,,일반미용업,영업/정상,2024-08-07,206480.105332193,450673.771374526,미용업,미등록,불가능,,없음,37.5583159,127.0741279
해요 아차산점,"서울특별시 광진구 자양로 294, 1층 좌측점포1칸호 (구의동)",서울특별시 광진구 구의동 48-8 ,,일반미용업,영업/정상,2024-08-16,208091.987191336,449946.595276218,미용업,미등록,불가능,,없음,37.5517515,127.0923627
벨라인에스테틱 건대점,"서울특별시 광진구 능동로 68, 202호 (자양동, 이튼타워리버1차)",서울특별시 광진구 자양동 510-5 이튼타워리버1차 ,,피부미용업,영업/정상,2024-08-16,206088.852238736,448297.963860543,미용업,미등록,불가능,,없음,37.5368456,127.0696281
채빈헤어,"서울특별시 광진구 용마산로3길 20, 1층 101호 (중곡동, 펠리체)",서울특별시 광진구 중곡동 122-11 펠리체 ,,일반미용업,영업/정상,2024-08-27,207606.31204579,450450.691463243,미용업,미등록,불가능,,없음,37.5562975,127.0868716
건대 지금,"서울특별시 광진구 아차산로34길 26, 3층 전체호 (자양동)",서울특별시 광진구 자양동 5-55 ,,일반미용업,영업/정상,2024-09-30,206041.427727143,448537.034713767,미용업,미등록,불가능,,없음,37.539067,127.0691456
살롱에이자양역점,"서울특별시 광진구 능동로 18, 2층 208호 (자양동)",서울특별시 광진구 자양동 855 ,,일반미용업,영업/정상,2024-10-02,205945.98820137,447862.351973505,미용업,미등록,불가능,,없음,37.5329888,127.0680604
프리티니,"서울특별시 광진구 아차산로29길 41, 2층 (화양동)",서울특별시 광진구 화양동 47-1 ,,피부미용업,영업/정상,2024-10-21,206019.709661287,448949.402679791,미용업,미등록,불가능,,없음,37.5427826,127.0689033
스파 미라클,"서울특별시 광진구 긴고랑로 63, 2층 전부호 (중곡동)",서울특별시 광진구 중곡동 39-51 ,,피부미용업,영업/정상,2024-10-23,207295.58093608,451079.008997952,미용업,미등록,불가능,,없음,37.561961,127.0833611
플랜에이치헤어 자양역점,"서울특별시 광진구 능동로 21, 2층 전체호 (자양동)",서울특별시 광진구 자양동 65-1 ,,일반미용업,영업/정상,2024-10-25,205877.28221374,447919.248318372,미용업,미등록,불가능,,없음,37.5335019,127.0672835
네일에땅,"서울특별시 광진구 동일로20길 113, 2층 (자양동)",서울특별시 광진구 자양동 1-20,,네일아트업,영업/정상,2024-05-02,206087.728035152,448604.89984454,미용업,미등록,불가능,,없음,37.5396782,127.0696701
지인네일,"서울특별시 광진구 광나루로 635, 상가동 2층 224호 (광장동, 현대아파트)",서울특별시 광진구 광장동 484번지 현대아파트단지상가동 224호,0277575849,네일아트업,영업/정상,2013-02-22,208644.819209521,448711.725750126,미용업,미등록,가능,,없음,37.5484872,127.1077945
골드네일,"서울특별시 광진구 뚝섬로30길 15, 1층 (자양동)",서울특별시 광진구 자양동 553-83번지 ,02 4619800,네일아트업,영업/정상,2014-09-22,205799.555413188,448129.069086768,미용업,미등록,불가능,,없음,37.5353929,127.0664058
핑크아트,"서울특별시 광진구 뚝섬로 514, 1층 (자양동)",서울특별시 광진구 자양동 553-20번지 ,,네일아트업,영업/정상,2014-10-10,205875.677228254,448139.293042447,미용업,미등록,불가능,,없음,37.5354845,127.0672671
더큐어(The CURE),"서울특별시 광진구 능동로51길 39, 1층 (중곡동)",서울특별시 광진구 중곡동 193-25번지 ,,네일아트업,영업/정상,2014-11-04,207166.155016999,451572.729667136,미용업,미등록,불가능,,없음,37.5664104,127.081901
네일슈에뜨(CHOUETTE),"서울특별시 광진구 천호대로129길 52, 1층 (구의동)",서울특별시 광진구 구의동 29-4번지 ,0263266768,네일아트업,영업/정상,2015-05-26,208068.850926431,450160.866338986,미용업,미등록,불가능,,없음,37.5536823,127.0921032
콩(kong)네일,"서울특별시 광진구 자양로13길 63, 1층 (자양동)",서울특별시 광진구 자양동 631-22 1층 ,,네일아트업,영업/정상,2015-11-02,207115.994792139,447935.401783824,미용업,미등록,불가능,,없음,37.5336388,127.0812984
